index_name,symbol,start_date,end_date
nifty200,ETERNAL,01-01-2010,31-12-2099
nifty200,EXIDEIND,01-01-2010,31-12-2099
nifty200,NYKAA,01-01-2010,31-12-2099
nifty200,FEDERALBNK,01-01-2010,31-12-2099
nifty200,FORTIS,01-01-2010,31-12-2099
nifty200,GAIL,01-01-2010,31-12-2099
nifty200,GVT&D,01-01-2010,31-12-2099
nifty200,GMRAIRPORT,01-01-2010,31-12-2099
nifty200,GLENMARK,01-01-2010,31-12-2099
nifty200,GODFRYPHLP,01-01-2010,31-12-2099
nifty200,GODREJCP,01-01-2010,31-12-2099
nifty200,GODREJPROP,01-01-2010,31-12-2099
nifty200,GRASIM,01-01-2010,31-12-2099
nifty200,HCLTECH,01-01-2010,31-12-2099
nifty200,HDFCAMC,01-01-2010,31-12-2099
nifty200,HDFCBANK,01-01-2010,31-12-2099
nifty200,HDFCLIFE,01-01-2010,31-12-2099
nifty200,HAVELLS,01-01-2010,31-12-2099
nifty200,HEROMOTOCO,01-01-2010,31-12-2099
nifty200,HINDALCO,01-01-2010,31-12-2099
nifty200,HAL,01-01-2010,31-12-2099
nifty200,HINDPETRO,01-01-2010,31-12-2099
nifty200,HINDUNILVR,01-01-2010,31-12-2099
nifty200,HINDZINC,01-01-2010,31-12-2099
nifty200,POWERINDIA,01-01-2010,31-12-2099
nifty200,HUDCO,01-01-2010,31-12-2099
nifty200,HYUNDAI,01-01-2010,31-12-2099
nifty200,ICICIBANK,01-01-2010,31-12-2099
nifty200,ICICIGI,01-01-2010,31-12-2099
nifty200,ICICIAMC,01-01-2010,31-12-2099
nifty200,IDFCFIRSTB,01-01-2010,31-12-2099
nifty200,ITC,01-01-2010,31-12-2099
nifty200,INDIANB,01-01-2010,31-12-2099
nifty200,INDHOTEL,01-01-2010,31-12-2099
nifty200,IOC,01-01-2010,31-12-2099
nifty200,IRCTC,01-01-2010,31-12-2099
nifty200,IRFC,01-01-2010,31-12-2099
nifty200,IREDA,01-01-2010,31-12-2099
nifty200,INDUSTOWER,01-01-2010,31-12-2099
nifty200,INDUSINDBK,01-01-2010,31-12-2099
nifty200,NAUKRI,01-01-2010,31-12-2099
nifty200,INFY,01-01-2010,31-12-2099
nifty200,INDIGO,01-01-2010,31-12-2099
nifty200,JSWENERGY,01-01-2010,31-12-2099
nifty200,JSWSTEEL,01-01-2010,31-12-2099
nifty200,JINDALSTEL,01-01-2010,31-12-2099
nifty200,JIOFIN,01-01-2010,31-12-2099
nifty200,JUBLFOOD,01-01-2010,31-12-2099
nifty200,KEI,01-01-2010,31-12-2099
nifty200,KPITTECH,01-01-2010,31-12-2099
nifty200,KALYANKJIL,01-01-2010,31-12-2099
nifty200,KOTAKBANK,01-01-2010,31-12-2099
nifty200,LTF,01-01-2010,31-12-2099
nifty200,LGEINDIA,01-01-2010,31-12-2099
nifty200,LICHSGFIN,01-01-2010,31-12-2099
nifty200,LTM,01-01-2010,31-12-2099
nifty200,LT,01-01-2010,31-12-2099
nifty200,LAURUSLABS,01-01-2010,31-12-2099
nifty200,LENSKART,01-01-2010,31-12-2099
nifty200,LODHA,01-01-2010,31-12-2099
nifty200,LUPIN,01-01-2010,31-12-2099
nifty200,MRF,01-01-2010,31-12-2099
nifty200,M&MFIN,01-01-2010,31-12-2099
nifty200,M&M,01-01-2010,31-12-2099
nifty200,MANKIND,01-01-2010,31-12-2099
nifty200,MARICO,01-01-2010,31-12-2099
nifty200,MARUTI,01-01-2010,31-12-2099
nifty200,MFSL,01-01-2010,31-12-2099
nifty200,MAXHEALTH,01-01-2010,31-12-2099
nifty200,MAZDOCK,01-01-2010,31-12-2099
nifty200,MOTILALOFS,01-01-2010,31-12-2099
nifty200,MPHASIS,01-01-2010,31-12-2099
nifty200,MCX,01-01-2010,31-12-2099
nifty200,MUTHOOTFIN,01-01-2010,31-12-2099
nifty200,NHPC,01-01-2010,31-12-2099
nifty200,NMDC,01-01-2010,31-12-2099
nifty200,NTPC,01-01-2010,31-12-2099
nifty200,NATIONALUM,01-01-2010,31-12-2099
nifty200,NESTLEIND,01-01-2010,31-12-2099
nifty200,OBEROIRLTY,01-01-2010,31-12-2099
nifty200,ONGC,01-01-2010,31-12-2099
nifty200,OIL,01-01-2010,31-12-2099
nifty200,PAYTM,01-01-2010,31-12-2099
nifty200,OFSS,01-01-2010,31-12-2099
nifty200,POLICYBZR,01-01-2010,31-12-2099
nifty200,PIIND,01-01-2010,31-12-2099
nifty200,PAGEIND,01-01-2010,31-12-2099
nifty200,PATANJALI,01-01-2010,31-12-2099
nifty200,PERSISTENT,01-01-2010,31-12-2099
nifty200,PHOENIXLTD,01-01-2010,31-12-2099
nifty200,PIDILITIND,01-01-2010,31-12-2099
nifty200,POLYCAB,01-01-2010,31-12-2099
nifty200,PFC,01-01-2010,31-12-2099
nifty200,POWERGRID,01-01-2010,31-12-2099
nifty200,PREMIERENE,01-01-2010,31-12-2099
nifty200,PRESTIGE,01-01-2010,31-12-2099
nifty200,PNB,01-01-2010,31-12-2099
nifty200,RECLTD,01-01-2010,31-12-2099
nifty200,RADICO,01-01-2010,31-12-2099
nifty200,RVNL,01-01-2010,31-12-2099
nifty200,RELIANCE,01-01-2010,31-12-2099
nifty200,SBICARD,01-01-2010,31-12-2099
nifty200,SBILIFE,01-01-2010,31-12-2099
nifty200,SRF,01-01-2010,31-12-2099
nifty200,MOTHERSON,01-01-2010,31-12-2099
nifty200,SHREECEM,01-01-2010,31-12-2099
nifty200,SHRIRAMFIN,01-01-2010,31-12-2099
nifty200,ENRIN,01-01-2010,31-12-2099
nifty200,SIEMENS,01-01-2010,31-12-2099
nifty200,SOLARINDS,01-01-2010,31-12-2099
nifty200,SBIN,01-01-2010,31-12-2099
nifty200,SAIL,01-01-2010,31-12-2099
nifty200,SUNPHARMA,01-01-2010,31-12-2099
nifty200,SUPREMEIND,01-01-2010,31-12-2099
nifty200,SUZLON,01-01-2010,31-12-2099
nifty200,SWIGGY,01-01-2010,31-12-2099
nifty200,TVSMOTOR,01-01-2010,31-12-2099
nifty200,TATACAP,01-01-2010,31-12-2099
nifty200,TATACOMM,01-01-2010,31-12-2099
nifty200,TCS,01-01-2010,31-12-2099
nifty200,TATACONSUM,01-01-2010,31-12-2099
nifty200,TATAELXSI,01-01-2010,31-12-2099
nifty200,TATAINVEST,01-01-2010,31-12-2099
nifty200,TMCV,01-01-2010,31-12-2099
nifty200,TMPV,01-01-2010,31-12-2099
nifty200,TATAPOWER,01-01-2010,31-12-2099
nifty200,TATASTEEL,01-01-2010,31-12-2099
nifty200,TECHM,01-01-2010,31-12-2099
nifty200,TITAN,01-01-2010,31-12-2099
nifty200,TORNTPHARM,01-01-2010,31-12-2099
nifty200,TRENT,01-01-2010,31-12-2099
nifty200,TIINDIA,01-01-2010,31-12-2099
nifty200,UPL,01-01-2010,31-12-2099
nifty200,ULTRACEMCO,01-01-2010,31-12-2099
nifty200,UNIONBANK,01-01-2010,31-12-2099
nifty200,UNITDSPR,01-01-2010,31-12-2099
nifty200,VBL,01-01-2010,31-12-2099
nifty200,VEDL,01-01-2010,31-12-2099
nifty200,VMM,01-01-2010,31-12-2099
nifty200,IDEA,01-01-2010,31-12-2099
nifty200,VOLTAS,01-01-2010,31-12-2099
nifty200,WAAREEENER,01-01-2010,31-12-2099
nifty200,WIPRO,01-01-2010,31-12-2099
nifty200,YESBANK,01-01-2010,31-12-2099
nifty200,ZYDUSLIFE,01-01-2010,31-12-2099
